"actor_id","actor_bio","actor_chName","actor_foreName","actor_nationality","actor_constellation","actor_birthPlace","actor_birthDay","actor_repWorks","actor_achiem","actor_brokerage"
"5027","张宥浩，1995年2月8日出生于四川省泸州市，中国内地男演员，就读于中央戏剧学院2013级表演系本科班。2015年，出演个人首部电影《超能荷尔蒙》，从而进入演艺圈。2016年，与佟大为搭档主演喜剧电影《外公芳龄38》。2017年，出演古装玄幻剧《三生三世十里桃花》中的青丘树精迷谷；同年，加盟脑力脱口秀节目《大脑性感的男人》。编辑摘要","张宥浩","None","中国","None","四川省泸州市","1995年2月8日","三生三世十里桃花、A测试、外公芳龄38","None","None"
"5028","李骏诚（1990年10月21日生）大陆新生代男演员，新晋小生。2013年大学本科毕业后来北京发展，一展表演天赋。此外，在编剧、导演等领域也开始小试牛刀。2014年主演并编剧青春电影《我的23岁》，在备受关注的电影《天使请吻我》中仍担任男主角以及编剧一职，可称新锐电影人。2015年推出由自己填词演唱的个人单曲《青春有期》。编辑摘要","李骏诚","None","None","None","None","1990年10月21日","None","None","None"
"5029","　　易奚瑗（Nicole），新生代人气超模，有内地小熊黛林之称，是panamera御用新贵车模，曾获世界游艇模特大赛最上镜小姐和中华小姐选美大赛沙滩小姐比基尼泳装秀季军。性格开朗，大方，热心公益。凭借时尚靓丽的外形进军演艺界，参演过多部影视剧，性感的面孔，傲人的身材为她博得众多媒体地青睐。编辑摘要","易奚瑗","Nicole","中国","处女座","沈阳","9月7日","ELLE》《STUFF","VAN CLEEF &amp; ARPELS PIERRE CARDIN Cartier卡地亚年度高级珠宝展","None"
"5030","Eric Lively，生于1981年7月31日，加拿大著名演员，曾出演多部影视作品，深受观众的喜爱。编辑摘要","Eric Lively","None","美国","None","None","1981年7月","密情 Covert Affair","None","None"
"5031","李祥光 ，男，广东潮阳人。三级演员职称，现为广东潮剧院一团武生演员兼团长助理。编辑摘要","李祥光","None","中国","None","None","None","None","None","None"
"5032","刘青云（英文名：Sean Lau，1964年2月16日－），香港著名实力派演员，祖籍广东三水，有“黑马皇子”的称号。1984年参演电视作品《画出彩虹》和《新扎师兄》。1986年首次出演电影《听不到的说话》。1994年与袁咏仪、刘嘉玲出演电影《新不了情》，获第13届香港电影金像奖最佳男主角提名。1998年凭借《高度戒备》获得第四届香港电影评论学会奖最佳男主角奖。2006年与霍思燕主演《我要成名》获第26届香港电影金像奖最佳男主角奖。2013年与古天乐、张家辉合作电影《扫毒》。2014年主演电影《窃听风云3》和《暴疯语》。2015年4月，刘青云凭借《窃听风云3》获得第34届香港电影金像奖最佳男主角奖。刘青云将担任第35届香港电影金像奖主持人。编辑摘要","刘青云","Sean Andy","中国","水瓶座","None","1964年2月16日","None","None","音华娱乐（内地代理）"
"5033","廖子妤，女，香港模特及演员，2012年出道。凭借《末日派对》入围第33届香港电影金像奖最佳新演员奖。编辑摘要","廖子妤","None","中国","None","香港","None","None","None","None"
"5034","龙俊杰，上海戏剧学院教授，硕士生导师，现任上海戏剧学院表演系主任，曾任上海戏剧学院导演系教师、电视艺术学院院长、上海戏剧学院表演进修班艺术指导。中国著名戏剧教育家，表演艺术大师。编辑摘要","龙俊杰","None","中国","None","None","None","亨利四世","None","None"
"5035","陈慧琳（Kelly Chen），1973年9月13日出生于香港湾仔区，香港女歌手、演员，毕业于纽约帕森斯设计学院（Parsons School of Design）修读Graphic Design。1995年，陈慧琳发行首张专辑《仙乐飘飘》。1998年，发行专辑《爱我不爱》，专辑主打歌《记事本》。1999年，发行专辑《恋爱情色》、《花花宇宙/不得了》。1999年至2000年在十大劲歌金曲颁奖典礼上获得最受欢迎女歌星奖。2001年1月1日，与竹野内丰、中山裕介主演电影《冷静与热情之间》上映；同年8月1日，发行专辑《飞吧》。2005年，发行专辑《我是阳光的》。2007年，发行专辑《最好给最好》。2008年，发行专辑《Kellylicious》。2010年，发行专辑《微光》。2012年，与甄子丹、古天乐主演电影《八星报喜》；同年4月19日，发行单曲《春夏秋冬》。2013年2月7日，推出专辑《Reflection》，2月25日至3月12日连续三星期登上Red MR红人榜榜首。2014年，主演《盗马记》。编辑摘要","陈慧琳","Kelly Che","中国","处女座","香港湾仔区","1973年9月13日","爱我不爱","2004年于日本福冈《第五十九届国际青年商会世界大会》获国际青年商会颁发 香港十大杰出青年 世界经济论坛全球青年领袖","环球唱片公司"
"5036","王浩名（KingWong），影视演员、模特、餐饮经理人、京微影联盟艺术总监。中国吉林人，长期居住在中国北京。自幼喜欢武术。毕业于北京联合大学。编辑摘要","王浩名","None","中国","None","None","None","None","None","None"
"5037","曲昱曈（qu yu tong），6月23日出生于中国吉林省，小学毕业时包揽了中国音乐学院电子琴镹级专业证书，和中国音乐家协会电子琴镹级证书，中国内地女演员，模特，毕业于北京电影学院。2011年，出演电影《青春的季节》，正式出道；2014年因主演电影《找个高富帅》和中非国际电影《瓶子里的星星》而获得关注；同年在校园偶像网络剧《STB超级教师2》又名《我的老师是传奇》里饰演安纯纯。2015年，出演悬疑爱情剧《他来了请闭眼》和电影《道士出山3之外星古墓》。编辑摘要","曲昱曈","None","中国","巨蟹座","中国吉林","1987年6月23日","瓶子里的星星、我的老师是传奇、找个高富帅","2012北京国际车展全明星模特大选最佳上镜奖","慈文传媒集团"
"5038","盖瑞·科尔（Gary Cole，1956年9月20日-），美国演员，代表作品有《菠萝快车》、《星条旗》等。编辑摘要","盖瑞·科尔","None","美国","None","None","1956年9月20日","模范家庭》《傲骨贤妻》《晨星之子","None","None"
"5039","克里斯·库柏1951年7月9日出生于密苏里州的堪萨斯城。父亲查尔斯曾在美国陆军中任内科医师，并经营着一家牧场。母亲玛丽·安是位家庭主妇。克里斯在他父亲的牧场里长大，十多岁时开始对舞台剧有了兴趣，在当地剧院里设计和制作布景。高中毕业以后，他在密苏里大学学习学业和表演，后又前往纽约打零工，希望在戏剧界有所发展。1979年他在表演班上课时相识了剧作家、喜剧演员玛丽安娜·莱昂内，俩人与1983年7月结婚，一直不顺的克里斯，终于在1980年的舞台剧《近野》有了表演机会。他还在参加舞台剧《科布》的表演，并担纲主角。编辑摘要","克里斯·库珀","Chris Cooper","美国","None","堪萨斯城","1951年7月9日","城中大盗、婚姻生活、重归寂寞之鸽","None","None"
"5040","王福俊，女，1967年3月出生于山东省郓城县。国家二级演员，菏泽市戏剧家协会理事。王福俊1984年进入菏泽地区枣梆剧团，工旦行。1992年参加文化部举办的“天下第一团”优秀剧目展演，在现代戏《生儿容易养子难》中饰金玲，获表演奖。编辑摘要","王福俊","None","中国","None","山东省郓城县","None","素兰告状","None","None"
"5041","玛丽昂·歌蒂娅（Marion Cotillard），法国女演员。凭借影片《玫瑰人生》，玛丽昂.歌蒂娅获得奥斯卡影后。在第80届奥斯卡奖揭晓前，几乎所有人都认为最佳女主角非67岁的茱莉·克里斯蒂莫属。以至于当颁奖嘉宾念出她的名字时，连她自己都不敢相信。编辑摘要","玛丽昂·歌蒂娅","Marion Cotillard","法国","None","法国巴黎","None","玫瑰人生","None","None"
"5042","詹姆斯·斯图尔特·布莱克顿，男，875年1月5日生于英格兰谢菲尔德。逝世于1941年8月13日 (美国加州)，美国电影先驱者，既是导演和制片人也是编剧和演员的革新者。编辑摘要","詹姆斯·斯图尔特·布莱克顿","None","英格兰","None","None","None","None","None","None"
"5043","帕丽斯·希尔顿（ Paris Hilton , 1981年2月17日 ），出生于美国纽约，美国模特、演员、歌手、作家、商人，希尔顿集团继承人，有着挪威、德国、爱尔兰、意大利多国血统的混血儿。“含着金汤匙出生”的她成为It Girl代表中的代表，她的发型、着装，都是备受瞩目的热门娱乐话题，她参与拍摄的品牌广告和真人秀节目，都有不俗的市场效应，她的出现为这个时代注入了新的活力。2004年，帕丽斯成立了Heiress Records（唱片制作公司），她2006年8月22日在该公司旗下发行个人首张同名专辑《Paris》，该张唱片全球总销量达到了120万张。其影视代表作品有《恐怖蜡像馆》。  编辑摘要","帕丽斯·希尔顿","Paris Hilto","美国","水瓶座","美国纽约","None","美国梦》；《愚人善事","None","None"
"5044","男， 生于1997年 6月18日 星座： 双子座编辑摘要","马克思·瑞考德兹","Max Record","None","双子座","None","None","None","None","None"
"5045","玛丽亚·泰耶尔，女，演员，代表作品《忘记莎拉马歇尔》，《国家要案》等。编辑摘要","玛丽亚·泰耶尔","Maria Thayer","None","天蝎座","俄勒冈州","1975年10月30日","国家要案","None","None"
"5046","阿诺·德斯普里钦出生于1960年10月31日，是法国的新锐导演，编剧。其代表作有《现代法国艳史》、《哨兵》、《现代法国艳史》等。编辑摘要","阿诺·德斯普里钦","ArnaudDesplechi","法国","天蝎座","法国鲁贝","None","哨兵》，《现代法国艳史》，《伊斯特·康》，《国王与王后》等","None","None"
"5047","伊丽莎白·奥尔森（Elizabeth Olsen），1989年2月16日出生于美国加利福尼亚州，美国演员。2011年的《和平、爱与误解》是伊丽莎白·奥尔森出演的第一部电影。同年，她出演的《双面玛莎》入围圣丹斯电影节、戛纳电影节“一种关注”单元。2013年9月，她出席了《寂寞的心灵》的首映礼。10月，美版《老男孩》在美国上映，伊丽莎白·奥尔森在影片中担任女主角。2014年5月16日，她出演的《哥斯拉》在美国上映。主演《美国队长3》于2016年5月6日以3D、IMAX 3D在美国、中国大陆同步上映。  编辑摘要","伊丽莎白·奥尔森","Elizabeth Olse","美国","水瓶座","美国加利福尼亚州","1989年2月16日","双面玛莎》、《哥斯拉》、《复仇者联盟：奥创时代","入围第38届土星奖最佳女主角","None"
"5048","金·凯瑞（Jim Carrey），加拿大裔美籍演员、编剧、制作人。1998年，凭借剧情片《楚门的世界》获得美国电影金球奖最佳男演员奖。1999年，凭借传记片《月亮上的男人》获得美国电影金球奖喜剧片/音乐片最佳男主角奖。2008年，凭借爱情片《好好先生》获得第18届MTV电影奖最佳喜剧表演。  编辑摘要","金·凯瑞","Jim Carrey","加拿大","None","加拿大安大略省纽马克特","1962年1月17日","楚门的世界》；","1998年金球奖最佳戏剧男演员得主 1999年金球奖最佳男主角得主 2006年获得“MTV世代奖”","None"
"5049","孔云龙，原名孔德水，青年相声演员。自幼喜爱艺术，2004开始年跟随郭德纲老师学习相声，常演的节目有《地理图》、《竹城水寨》、《白事会》、《八大吉祥》等。编辑摘要","孔云龙","None","None","None","None","None","竹城水寨》、《白事会","None","None"
"5050","马云路，国家一级相声演员、曲艺作家，著名相声表演艺术家刘文亨先生弟子之一。1974高中毕业，下过乡，当过工人，1980年调入河北省曲艺团任相声、小品演员。期间1987年毕业于河北师范大学中文夜大班（大专），1997年毕业于终于党校经济管理专业（本科）。他的许多相声段子脍炙人口，深得广大观众的喜爱，像《说广告》、《等车》、《小眼看世界》、《雇来的爹》等等，曾获得过表演奖、创作奖和牡丹奖。编辑摘要","马云路","None","中国","None","None","None","说广告","None","None"
"5051","谢金作为80后相声演员,学习相声3年，擅长逗哏,表演风格自成一派,字正腔圆,大方热烈,妙语连珠,嗓音优美,表演到位,功底扎实,包袱新颖,深受年轻观众喜爱，腿子活、贯口活最擅长，段子规矩又不失诙谐、幽默。编辑摘要","谢金","None","中国","双鱼座","None","None","报菜名 地理图 黄鹤楼 洪洋洞 大审案 学京韵 武坠子 文章会 学聋哑 托妻献子 口吐莲花","None","None"
"5052","肖佳玉，女，曲艺演员，从六岁起跟随父亲肖四北学习扬琴，并参加各种演出。与相声演员刘云天在2009年5月16日结婚。2006年3月23日在德云社全体成员为白血病患者、京剧演员陆地园举办的慈善演出串演评剧《秦香莲》中饰春妹。郭德纲分饰前王延龄、后包拯，特邀王丽京饰秦香莲，何云伟饰陈世美，张文顺饰张三阳，王文林饰韩琪，李菁饰皇姑，李云杰饰国太，张德武饰刘廷，曹云金饰王忠，刘云天饰冬哥，肖佳玉饰春妹，栾云平饰大太监，孔云龙饰车夫，邢文昭、李文山、岳云鹏、崇云昆饰四宫女，高峰、李根、赵云侠、史爱东饰四太监。编辑摘要","肖佳玉","None","中国","None","None","None","None","None","None"
"5053","关顺鹏(1907—1970)，著名竹板书演员，天桥竹板书老艺人。编辑摘要","关顺鹏","None","None","None","None","1907年","跨海东征","None","None"
"5054","达卡斯考斯出生於夏威夷，在科罗拉多州和德国两地长大，精通武术、体操，还精通法语和德语，甚至会讲中国大陆的几种方言。马克·达卡斯考斯最初是被一位制作人在旧金山相中，随即和中国大陆的知名女星陈冲合演了王颖的电影《点心》。编辑摘要","马克·达卡斯考斯","Mark Dacasco","美国","双鱼座","夏威夷","1964年2月26日","全能战将","None","None"
"5055","刘小红，1973年生于甘肃庆阳，是一位秦腔名演，她经常活跃在西北大地城乡舞台上，在观众中颇有影响，素有“咸阳红”的美名。编辑摘要","刘小红","None","None","None","None","None","None","None","None"
"5056","何浩文（Dominic Ho），1988年10月28日出生，香港演员及歌手，男子组合Bro5的成员。2009年参演TVB偶像剧《四叶草之南华梦飞翔》并担任男主角。2012年因在电影《喜爱夜蒲2》饰演帅气警察而人气上升。2013年被导演王晶发掘，并加盟其旗下星王朝影视制作；同年发表首支个人单曲《Say You Love Me》。2015年，主演香港喜剧电影《鸭王》，并凭借该电影获得“第十一届金话梅奖影帝”。2016年，主演喜剧电影《鸭王2-鸡同鸭恋》；同年7月主演爱奇艺网络电影《我的极品女神》，饰演尊尼。编辑摘要","何浩文","Dominic Ho","中国","天蝎座","中国香港","1988年10月28日","喜爱夜蒲2》、《鸭王","None","None"
"5057","高晓菲，中国内地女演员。2009年，出演家庭伦理剧《夺子战争》；2010年，在家庭情感剧《老马家的幸福往事》饰演白小萍，受到关注；2014年，出演都市轻喜剧《爱情最美丽》和都市田园喜剧《马向阳下乡记》。2017年出演郑晓龙导演执导的电视剧《急诊科医生》。编辑摘要","高晓菲","Sophie","中国","巨蟹座","辽宁","6月24日","爱情最美丽、马向阳下乡记、半路父子、赎罪门","None","北京国立常升影视公司"
"5058","王菀晨（曾用名王瑜），凤凰卫视欧洲台双语美女主播。凭借其青春靓丽的外形和娴熟自然的主持风格一直受到各大电视台的喜爱，由她主持的《幸福总动员》、《关东明星坊》、《影视界》、《第一首映》、《华夏夜表情》等节目在央视及各大卫视播出，收视不俗。受《美丽俏佳人》、《今夜女人帮》、《时尚汇》等时尚生活类节目的青睐，频频受邀做客嘉宾和观众。2012年进军影视行业，成为影、视、主持全面发展的全能艺人。由她出演的电视剧《你是我的亲人》于2013年在央视黄金档播出、出演的院线电影《幸福快递》于2013年在各大院线上映。编辑摘要","王菀晨","None","中国","天蝎座","安徽省蚌埠市","None","主持《幸福总动员》、《关东明星坊》、《影视界》、《华夏夜表情》等","出演电视剧《你是我的亲人》 出演电影《幸福快递","None"
"5059","孟翔，男，中国台湾演员，1983年11月11日出生于台湾台北市。香港著名演员孟飞的儿子。2015年1月参加浙江卫视综艺节目《我不是明星》第六季，取得优异的成绩，被广大内地观众所熟知。编辑摘要","孟翔","None","中国","天蝎座","台湾台北市","1983年11月11日","None","None","None"
"5060","张嘉倪（Jenny），1987年6月22日出生于四川省成都市，中国内地影视女演员。毕业于北京电影学院。2006年参加《寻找紫菱》并获得冠军，在《又见一帘幽梦》中饰演紫菱一角而被观众所熟知。2007年凭借该剧获得新浪电视剧第三季度最佳女演员奖，北京电视台影视盛典“影视新秀”奖。2008年，张嘉倪参加了国剧30年盛典晚会，并在晚会上演唱了台湾歌手凤飞飞的代表作《追梦人》；同年，张嘉倪还与明道搭档主演了都市爱情励志剧《微笑在我心》，并在剧中饰演了开朗且充满活力的女主角向天微，凭借此剧张嘉倪获得了娱乐星锐榜最佳人气奖2009年，张嘉倪出演了偶像剧《微笑在我心》，此剧让张嘉倪获得了娱乐星锐榜“最佳人气奖”。为了支持和推动慈善，张嘉倪官方网站在2010年设立“一嘉一张嘉倪慈善基金”，体现了所有嘉人的爱心。2013年，张嘉倪主演了古装剧《精忠岳飞》。2014年，张嘉倪出演了新版《侠客行》。2016年10月9日，张嘉倪生下宝宝，升级当妈妈。。2018年，其主演的职场剧《温暖的弦》播出 。2018年，张嘉倪出演了清宫剧《延禧攻略》。  编辑摘要","张嘉倪","Jenny","中国","巨蟹座","成都市新都区","1987年6月22日","又见一帘幽梦、丝丝心动、宫锁珠帘、精忠岳飞","2006年参加《寻找紫菱》获得冠军 2007年新浪第三季度最佳女演员奖 2010年风尚中国榜年度影视新人奖","上海创翊文化传播有限公司"
"5061","张子良从东北调到国家林业部。张子良离开东北林区才四年多，张子良却仍然要求早日回到大森林，到最艰苦的生活中去继续锻炼自己，改造自己！张子良清楚地记得第一次进入小兴安岭，是在1948年。从那时起，他就深深地爱上了这片浩瀚的绿色海洋，决定把自己奉献给大森林。  编辑摘要","张子良","None","中国","None","None","None","None","None","None"
"5062","王翌鑫，男，北京大学工商管理硕士，经纪人、歌手、演员、主持人。主要音乐作品有《爱是什么》、《转身》，2011年9月1日友情出演天娱传媒与搜狐娱乐共同打造的夏日纯爱偶像剧集《夏日甜心》之《美丽密码》。编辑摘要","王翌鑫","Eddy","中国","天蝎座","None","None","谢谢你的爱2009》；《潮女密咒》；《你还欠我一个拥抱","None","None"
"5063","晏刚娃，是一个演员，参加的电影有《古惑仔》《卡拉是条狗》等。编辑摘要","晏刚娃","None","None","None","四川省南充市营山县","1993年8月19日","古惑仔》《卡拉是条狗","None","None"
"5064","孙敬季，1985年10月27日出生，吉林长春人。全能艺人，表演、声乐、舞蹈、武术等，毕业于北京舞蹈学院音乐剧系，是中国内地童星男演员。童年主演电影《九香》 电视剧《后妈》而被人熟知。2002年参加周星驰全国选星活动脱颖而出并荣获冠军。2005年出演由周星驰监制的电视剧《功夫状元》表现不俗。2006年参加第一届北京大学生戏剧节荣获“优秀男演员奖”。2009年参演小柯原创音乐剧《凭什么爱我》等脍炙人口的作品。并导演了多部优秀作品！编辑摘要","孙敬季","None","None","None","吉林长春","1985年10月27日","None","None","None"
"5065","迈克尔·卡西迪职业是演员。个人作品有《工作男》等。编辑摘要","迈克尔·卡西迪","Michael Cassid","美利坚合众国","巨蟹座","美国俄勒冈州波特兰市","1983年3月20日","None","None","None"
"5066","杜相，1982年6月9日出生于河南郑州，影视演员，北京电影学院毕业，代表作：《甄嬛传》《九河入海》《罪爱》《青春驿站》等，。15岁时，作为特招兵杜相被轰鸣的列车带到了陆军福建某师，开始了他三年的军旅生涯，在部队的三年，杜相先后被评为过训练标兵、优秀士兵。1998年，在那场让所有人难忘的洪水中，杜相也是抗洪救灾官兵中的一员，1999年底，杜相退伍了。得益于军人的作风和气质，退伍后的杜相顺利地应聘到当时国内一家实力较强的网络公司。编辑摘要","杜相","None","中国","None","河南郑州","1982年6月9日","甄嬛传》《九河入海》《罪爱》《青春驿站","None","None"
"5067","章子怡（Zhang Zi Yi , 1979年2月9日），出生于中国北京，毕业于中央戏剧学院。1998年被张艺谋发掘，主演电影《我的父亲母亲》而一举成名，该片荣获第50届德国柏林国际电影节银熊奖。2005年主演斯皮尔伯格监制的好莱坞电影《艺伎回忆录》，成为首位担任好莱坞A级制作大片女主角的华人影星，该片荣获第78届奥斯卡三项大奖，她成为主演电影两度荣获奥斯卡奖的华人演员。2013~2014年，凭借《一代宗师》中宫二一角而荣获第50届金马奖、第33届金像奖、第32届百花奖、亚太电影大奖、亚太电影节、亚洲电影大奖等超过12座影后大奖，荣获大众电影百花奖、中国电影华表奖、中国电影金鸡奖、香港电影金像奖、台湾电影金马奖等华语五大最高表演类奖的女演员。2015年5月10日，章子怡汪峰注册结婚。2015年12月27日，章子怡在美国顺利诞下女儿，并在微博报喜。2016年1月，章子怡将担任电影《东西方》女主角。同年8月成为2016年多伦多电影节站台单元的评委。2017年，主演灾难电影《哥斯拉：怪兽之王》；同年，担任浙江卫视演技竞演类励志综艺《演员的诞生》的导师。  编辑摘要","章子怡","Zhang Zi Yi","中国","水瓶座","中国北京","1979年2月9日","2046》，《艺伎回忆录》，《一代宗师","三届香港电影金像奖最佳女主角 中国电影金鸡奖最佳女主角，台湾电影金马奖最佳女主角 大众电影百花奖最佳女主角","WMA威廉莫里斯经纪公司"
"5068","杨雁雁（1977年2月20日－），马来西亚影视演员，活跃于新马及港台等地，曾主演电影《红鹰》，2013年凭借在新加坡影片《爸妈不在家》中的出色表现，摘得最佳女配角奖。编辑摘要","杨雁雁","Yann Yann Yeo","马来西亚","None","马来西亚柔佛新山","1977年2月20日","爸妈不在家","None","None"
"5069","陈汉炜的出生日期是1969年8月29日；星座是处女座；家庭成员是父母、一姐；喜爱的颜色是米色、白色、深青；最擅长的烹饪是煲汤；最大的优点是心地善良、关心人；最大的缺点是太爱干净；业余爱好是旅游、唱歌、吹萨克斯管、摄影、画画；喜爱的卡通人物是Biig Bird。编辑摘要","陈汉炜","None","中国","处女座","None","1969年","None","None","None"
"5070","赵影，女，哈尔滨人，毕业于上海戏剧学院，影视演员，主要作品有《并菱花》、《萨乐姆的女巫》等。编辑摘要","赵影","None","中国","None","None","None","None","None","None"
"5071","武菡，原名武长杰，出生于湖北省襄阳市襄州区黄集镇陶庄村五组一个农民家庭。性格执着的他凭着对音乐和表演事业的热爱，独自一人到北京打拼。经过几年的努力，他终于取得了一些成绩：在2006《拥抱明天》全国声乐器舞蹈推选活动中荣获表演金奖；多部电影、电视短剧中担任主演。编辑摘要","武菡","None","中国","None","湖北省襄阳市襄州区","None","None","None","None"
"5072","阿黛拉·哈内尔，女，1989年1月1日出生于法国巴黎，被誉为最有潜力的女演员之一。2002年她首次初现在荧屏上，主演了Christophe Ruggia's的（恶魔的孩子），赢得观众的认可。她一边学习一边拍电影。2011年她正式走上演员这一职业，这年她一共拍了多部电影，其中3部被选为戛纳电影展影片。2015年，阿黛拉·哈内尔凭借《初恋战士》获第40届法国凯撒奖最佳女主角奖。编辑摘要","阿黛拉·哈内尔","Adele Haenel","法国","None","法国巴黎","1989年1月1日","恶魔的孩子","None","None"
"5073","纳威尔·佩雷兹·毕斯卡亚特，出生于阿根廷布宜诺斯艾利斯，演员。代表作品有《密林深处》、《大电站》等。编辑摘要","纳威尔·佩雷兹·毕斯卡亚特","Nahuel Pérez Biscayart","阿根廷","双鱼座","None","1986年3月6日","大电站、密林深处","None","None"
"5074","张云，女，1980年出生，河北晋州人，主工青衣、花旦。现为北京京剧院青年团主要演员。嗓音清脆、甜美；扮相清丽、俊秀；表演温婉、细腻；台风落落大方。编辑摘要","张云","None","None","None","河北晋州","1980年","None","None","None"
"5075","1952年11月30日出生在美国伊利诺伊州的芝加哥，影视剧演员和音乐剧演员。曾获得托尼奖最佳男演员奖，以及艾美奖剧情类最佳男演员奖。被人熟知的作品有 Sunday in the Park with George，The Secret Garden ，Chicago Hope, Dead Like Me，Criminal Minds等。编辑摘要","曼迪·帕丁根","None","美国","None","美国伊利诺伊州芝加哥","1952年11月30日","None","None","None"
"5076","王丁筑（1991年10月2日－），本名张家瑜，2010年毕业于华冈艺校。台湾新生代演员，代表作有《他们在毕业的前一天爆炸》、《前男友》、《华丽的挑战》和《10+10》等。被喻为“台版长泽雅美”，凭借主演的公视迷你连续剧《他们在毕业的前一天爆炸》而走红，多次获奖。编辑摘要","王丁筑","None","中国","双子座","None","None","他们在毕业的前一天爆炸","None","None"
"5077","蕾可·艾尔丝沃斯--出生在美国芝加哥市，13岁搬至西雅图，曾就读于华盛顿大学。艾尔丝沃斯曾为第一季的《24小时》试镜但没能得到想要的角色，之后她又曾短暂亮相过《犯罪现场调查》并且拍摄过几部没能最终和观众见面的新剧。2007年蕾可·艾尔丝沃斯在凯文·科斯特纳主演的《布鲁克斯先生》中有个小角色，另主演了独立影片《The Killing Floor》。她还被选作了《异形大战铁血战士2》的两位主角之一，电视剧方面则出演了五集的《仁心仁术》。编辑摘要","蕾可·艾尔丝沃斯","None","美国","None","芝加哥市","None","None","None","None"
"5078","陈朝儒，刘天华先生的第三代传人、 二胡演奏家、教育家，教授，国家一级演奏员，目前担任中国音乐家协会二胡学会名誉会长，社会艺术水平考级高级考官。编辑摘要","陈朝儒","None","中国","None","None","None","None","None","None"
"5079","旺达·德·杰索斯，演员，曾在2002年出演，血腥杰作。编辑摘要","旺达·德·杰索斯","None","美国","None","美国纽约曼哈顿","1958年8月","None","None","None"
"5080","安吉丽卡•休斯顿，生于美国一个演艺世家，1985年以《现代教父》获奥斯卡女配角奖，1991年主演的《阿达一族》(爱士登家庭)大受欢迎，曾三次荣获奥斯卡提名。编辑摘要","安吉丽卡·休斯顿","Anjelica Husto","美国","None","加州 莫尼卡","None","None","None","None"
"5081","娜塔玻·提米露克（Taew) ，1989年2月6日出生于泰国，泰国3台女演员 ，毕业于泰国朱拉隆功大学建筑系，并在毕业时获二等奖荣誉学位。2013年在三台台庆系列剧《缘定芳林》中饰演丛林公主Sofia，剧中Taew突破形象、涂黑皮肤并全程素颜，更是挑战了高难度的泰国东北方言。2015年凭借《风之恋》女主角Patarin一角入围2016年电视金奖和Siamdara Awards、Daradaily The Great Awards最佳女主角；2016年，在主演的泰国国民大热剧《三面娜迦》中，Taew一人分饰演三种形象，并再次挑战泰国东北伊森方言，最终凭借精彩演技，再次入围了泰国含金量最高的三大奖项Nataraj Awards皇家舞者戏剧奖、电视金奖和Komchadluek Awards最佳女主角，并且斩获了Nataraj Awards皇家舞者戏剧奖和电视金奖最佳女主角奖。编辑摘要","娜塔玻·提米露克","Nataporn Taemeeruk","泰国","水瓶座","泰国曼谷","1989年2月6日","名门绅士之缘定芳林》、《骄傲的火焰》、《风之恋》、《三面娜迦","第8届Nataraj Awards皇家舞者戏剧奖最佳女主角（三面娜迦） 第28届电视金奖最佳女主角（缘定芳林）","泰国3台"
"5082","陈蓉，女，曾用名陈亦然，9月7日出生于河南省洛阳市，中国内地女演员。2011年，出演林建中、张建强导演并由贵州电视台出品的战争电视剧《铁血使命》在该剧中饰演女子炸弹小队副队长、外号冷哥的冷月；同年并出演徐小光导演的28集革命战争电视连续剧《断喉弩》并担任该剧的主演麦子。11月，参演话剧《北京的雪》，陈蓉饰演的女主人公“郁雪”。编辑摘要","陈蓉","None","中国","None","None","None","None","None","None"
"5083","金勤是一位台湾演员、童星。金勤小学三年级时曾参与台视戏剧演出，并陆续在何平执导的《感恩岁月》和金鳌勋执导的《过河小卒》中亮相。金勤因在2002年饰演《孽子》的小玉一角而受到赞赏，之后又以同志喜剧片《十七岁的天空》获得热情的回应。在台北艺术大学修得教育课程后，金勤现任教于新竹市的三民国中。编辑摘要","金勤","King Chi","中国","None","None","1978年3月3日","十七岁的天空","None","None"
"5084","马萃如，女，河北省临榆县人。演员歌手。音乐专辑有《星星、月亮、太阳》《什么样的爱你才会懂》《从来没有想过爱上你》等。从这组可分可合的团名看来，显示出『星星、月亮、太阳』是一个「既独立又合作」的团体，不跟随别人已有的模式，不拘泥重团体而轻个人的表现方式，无论就整体或个人来说，每个团员都有自己独特的路走。她厌恶暴力与争执完全可以想见，但她在对人有礼与体贴之外，要求自己时时努力达到更高境界的理想气质，恐怕不是人人可以明了。编辑摘要","马萃如","None","中国","None","None","None","None","None","None"
"5085","刘引商，女，台湾东港区人，1937年11月生，现任国光艺术表演艺术课教师。首演台湾地区第一部连续剧《晶晶》，之后演出电视剧甚多，多饰演良善妇女角色，并在中视合唱团、国光合唱团、台北市妇女合唱团、女青年会合唱团担任主唱。并受聘为汉声剧团团员，演出舞台剧及兼职幕后配音工作。工作之余则以《职业妇女如何兼顾家庭与工作》为题，经常对妇女团体发表演讲。代表作《片刻之地》。编辑摘要","刘引商","None","中国","None","None","1937年11月","片刻之地","None","None"
"5086","丁龙，一个普通的美国华工，广东人，文盲，他于清末随华人到美国打工，在他去世后，美国哥伦比亚大学为他设立了以丁龙命名的讲座，也就是哥伦比亚大学中文系。专讲中国文化的讲座，这也是全美第一个设立专讲中国文化的讲座。编辑摘要","丁龙","无","中国","None","中国","None","None","None","None"
