"movie_genre_id","movie_id","genre_id"
"227","175","8"
"228","177","3"
"229","177","2"
"230","177","1"
"231","178","3"
"232","179","3"
"233","179","1"
"234","180","3"
"235","183","1"
"236","184","0"
"237","184","3"
"238","186","1"
"239","187","1"
"240","188","1"
"241","189","3"
"242","189","1"
"243","189","0"
"244","191","3"
"245","191","1"
"246","192","3"
"247","192","9"
"248","193","2"
"249","194","2"
"250","194","9"
"251","195","3"
"252","196","3"
"253","197","3"
"254","198","3"
"255","198","2"
"256","199","2"
"257","199","3"
"258","200","2"
"259","200","3"
"260","201","2"
"261","201","3"
"262","201","8"
"263","202","2"
"264","202","4"
"265","203","1"
"266","203","2"
"267","203","0"
"268","205","0"
"269","206","1"
"270","206","3"
"271","206","2"
"272","208","2"
"273","209","1"
"274","209","2"
"275","210","1"
"276","210","0"
"277","210","2"
"278","211","2"
"279","211","3"
"280","212","3"
"281","213","3"
"282","214","3"
"283","215","1"
"284","215","3"
"285","216","3"
"286","218","5"
"287","218","7"
"288","218","3"
"289","219","2"
"290","219","3"
"291","219","2"
"292","220","2"
"293","220","7"
"294","220","3"
"295","221","3"
"296","222","3"
"297","225","2"
"298","225","3"
"299","228","3"
"300","228","5"
"301","229","3"
"302","231","3"
"303","231","0"
"304","232","3"
"305","233","3"
"306","234","3"
"307","235","3"
"308","235","1"
"309","236","3"
"310","238","1"
"311","240","0"
"312","240","3"
"313","243","0"
"314","243","2"
"315","243","7"
"316","244","3"
"317","244","7"
"318","244","8"
"319","247","3"
"320","249","3"
"321","249","2"
"322","250","6"
"323","253","6"
"324","254","6"
"325","258","1"
"326","259","3"
"327","259","0"
"328","260","2"
"329","260","3"
"330","262","2"
"331","262","9"
"332","263","3"
"333","264","3"
"334","264","8"
"335","265","1"
"336","265","3"
"337","266","3"
"338","266","2"
"339","266","7"
"340","267","3"
"341","267","8"
"342","270","3"
"343","271","3"
"344","274","3"
"345","274","0"
"346","275","0"
"347","275","1"
"348","275","3"
"349","276","3"
"350","277","7"
"351","278","5"
"352","279","3"
"353","280","2"
"354","280","0"
"355","281","3"
"356","281","3"
"357","282","3"
"358","283","5"
"359","283","7"
"360","285","3"
"361","286","1"
"362","288","3"
"363","291","3"
"364","292","3"
"365","293","3"
"366","293","2"
"367","293","7"
"368","294","2"
"369","294","3"
"370","294","7"
"371","295","3"
"372","295","2"
"373","297","3"
"374","297","7"
"375","297","7"
"376","300","3"
"377","300","2"
"378","301","7"
"379","302","3"
"380","302","0"
"381","302","2"
"382","303","1"
"383","304","2"
"384","304","2"
"385","304","2"
"386","306","6"
"387","308","3"
"388","309","3"
"389","310","1"
"390","310","2"
"391","311","8"
"392","311","3"
"393","312","3"
"394","315","3"
"395","316","3"
"396","316","2"
"397","318","2"
"398","318","7"
"399","318","8"
"400","319","3"
"401","320","1"
"402","321","2"
"403","321","3"
"404","322","2"
"405","323","7"
"406","323","1"
"407","323","8"
"408","324","2"
"409","325","3"
"410","325","8"
"411","326","0"
"412","326","3"
"413","327","1"
"414","329","3"
"415","329","2"
"416","331","9"
"417","332","3"
"418","333","7"
"419","333","4"
"420","334","3"
"421","336","4"
"422","336","2"
"423","340","2"
"424","340","5"
"425","340","4"
"426","342","3"
"427","343","7"
"428","343","3"
"429","343","7"
"430","344","3"
"431","345","3"
"432","345","5"
"433","345","8"
"434","347","3"
"435","350","0"
"436","350","3"
"437","351","0"
"438","351","3"
"439","352","3"
"440","352","0"
"441","352","8"
"442","353","1"
"443","353","0"
"444","354","3"
"445","355","1"
"446","355","3"
"447","355","0"
"448","356","3"
"449","357","3"
"450","357","0"
"451","358","6"
"452","358","9"
"453","359","3"
"454","360","3"
"455","361","3"
"456","362","3"
"457","363","3"
"458","364","3"
"459","365","3"
"460","365","6"
"461","365","0"
"462","368","3"
"463","368","0"
"464","369","1"
"465","371","7"
"466","371","8"
"467","372","7"
"468","372","4"
"469","373","1"
"470","373","6"
"471","374","2"
"472","375","7"
"473","375","2"
"474","376","3"
"475","376","5"
"476","377","3"
"477","378","3"
"478","379","1"
"479","381","2"
"480","381","7"
"481","381","5"
"482","383","6"
"483","383","4"
"484","384","2"
"485","384","9"
"486","384","6"
"487","384","3"
"488","384","4"
"489","385","1"
"490","386","3"
"491","388","0"
"492","389","3"
"493","390","3"
"494","390","0"
"495","391","3"
"496","391","2"
"497","392","3"
"498","392","0"
"499","393","3"
"500","394","0"
"501","394","3"
"502","395","3"
"503","396","3"
"504","398","3"
"505","398","0"
"506","399","1"
"507","399","0"
"508","399","8"
"509","403","1"
"510","405","3"
"511","408","3"
"512","409","0"
"513","409","3"
"514","410","9"
"515","411","2"
"516","411","9"
"517","411","7"
"518","412","3"
"519","413","3"
"520","414","3"
"521","414","0"
"522","415","7"
"523","415","5"
"524","416","2"
"525","416","4"
"526","416","9"
"527","417","7"
"528","417","3"
"529","417","9"
"530","418","3"
"531","418","8"
"532","419","1"
"533","419","6"
"534","420","2"
"535","421","3"
"536","423","2"
"537","423","0"
"538","424","3"
"539","424","3"
"540","424","3"
"541","425","3"
"542","428","3"
"543","428","9"
"544","430","4"
"545","430","7"
"546","430","2"
"547","431","3"
"548","432","3"
"549","432","9"
"550","433","1"
"551","433","3"
"552","433","0"
"553","436","3"
"554","441","3"
"555","441","2"
"556","442","3"
"557","442","0"
"558","443","3"
"559","444","3"
"560","446","1"
"561","447","3"
"562","448","3"
"563","448","1"
"564","449","3"
"565","451","1"
"566","451","3"
"567","451","8"
"568","452","3"
"569","453","3"
"570","456","3"
"571","456","2"
"572","457","3"
"573","458","0"
"574","458","3"
"575","464","1"
"576","465","3"
"577","466","3"
"578","467","3"
"579","468","9"
"580","468","3"
"581","469","3"
"582","469","8"
"583","471","3"
"584","472","3"
"585","473","3"
"586","473","6"
"587","474","1"
"588","475","3"
"589","475","1"
"590","477","6"
"591","479","3"
"592","481","3"
"593","481","8"
"594","481","2"
"595","486","3"
"596","487","2"
"597","488","2"
"598","488","7"
"599","490","3"
"600","491","3"
"601","493","3"
"602","493","8"
"603","494","3"
"604","496","3"
"605","496","7"
"606","496","9"
"607","496","8"
"608","497","3"
"609","498","3"
"610","499","1"
"611","499","3"
"612","502","3"
"613","503","0"
"614","504","3"
"615","505","3"
"616","505","0"
"617","506","3"
"618","508","3"
"619","509","3"
"620","509","1"
"621","509","3"
"622","511","3"
"623","511","1"
"624","512","2"
"625","513","3"
"626","514","1"
"627","514","0"
"628","515","3"
"629","517","3"
"630","518","9"
"631","520","3"
"632","522","3"
"633","523","8"
"634","523","2"
"635","524","0"
"636","525","3"
"637","527","3"
"638","527","0"
"639","530","3"
"640","531","3"
"641","532","1"
"642","537","3"
"643","538","3"
"644","540","3"
"645","540","2"
"646","541","2"
"647","542","2"
"648","542","3"
"649","542","1"
"650","543","1"
"651","543","5"
"652","543","3"
"653","544","0"
"654","548","2"
"655","550","5"
"656","550","4"
"657","551","2"
"658","552","3"
"659","552","2"
"660","553","3"
"661","556","8"
"662","556","7"
"663","557","3"
"664","559","3"
"665","561","3"
"666","562","1"
"667","562","7"
"668","563","3"
"669","564","3"
"670","565","3"
"671","566","3"
"672","567","1"
"673","567","8"
"674","568","3"
"675","569","0"
"676","569","3"
"677","570","2"
"678","570","7"
"679","571","0"
"680","572","3"
"681","573","0"
"682","573","3"
"683","574","5"
"684","575","3"
"685","575","1"
"686","576","2"
"687","577","2"
"688","577","4"
"689","577","9"
"690","578","2"
"691","578","7"
"692","578","9"
"693","579","3"
"694","580","2"
"695","580","7"
"696","580","9"
"697","581","6"
"698","581","1"
"699","582","2"
"700","582","4"
"701","583","1"
"702","583","8"
"703","583","0"
"704","584","3"
"705","585","3"
"706","585","1"
"707","586","3"
"708","587","3"
"709","588","3"
"710","589","3"
"711","589","0"
"712","590","3"
"713","591","7"
"714","592","3"
"715","593","4"
"716","594","6"
"717","596","0"
"718","599","3"
"719","599","0"
"720","599","7"
"721","600","0"
"722","600","3"
"723","601","3"
"724","601","7"
"725","602","2"
"726","602","4"
"727","602","7"
"728","603","3"
"729","604","3"
"730","605","3"
"731","606","3"
"732","606","2"
"733","606","9"
"734","607","3"
"735","607","1"
"736","609","0"
"737","609","1"
"738","610","3"
"739","610","1"
"740","611","3"
"741","611","3"
"742","612","3"
"743","614","0"
"744","614","3"
"745","614","9"
"746","615","3"
"747","615","3"
"748","616","1"
"749","616","9"
"750","617","3"
"751","617","5"
"752","617","7"
"753","618","3"
"754","619","3"
"755","620","7"
"756","620","3"
"757","620","8"
"758","621","3"
"759","621","2"
"760","623","1"
"761","623","9"
"762","624","3"
"763","624","0"
"764","626","2"
"765","627","3"
"766","628","3"
"767","628","1"
"768","628","0"
"769","629","3"
"770","630","3"
"771","630","1"
"772","630","0"
"773","631","7"
"774","631","3"
"775","632","2"
"776","633","3"
"777","635","2"
"778","635","3"
"779","635","9"
"780","637","3"
"781","637","8"
"782","638","3"
"783","638","2"
"784","639","3"
"785","640","3"
"786","640","2"
"787","641","3"
"788","642","2"
"789","643","3"
"790","645","5"
"791","645","7"
"792","646","3"
"793","647","1"
"794","648","3"
"795","648","2"
"796","649","3"
"797","649","2"
"798","649","9"
"799","649","4"
"800","650","5"
"801","650","7"
"802","651","3"
"803","652","3"
"804","653","3"
"805","654","7"
"806","654","8"
"807","654","5"
"808","655","3"
"809","657","3"
"810","657","0"
"811","658","3"
"812","658","1"
"813","660","1"
"814","660","0"
"815","661","1"
"816","661","3"
"817","663","3"
"818","663","0"
"819","663","1"
"820","665","1"
"821","665","2"
"822","668","3"
"823","668","0"
"824","669","3"
"825","669","0"
"826","670","6"
"827","670","9"
"828","671","1"
"829","671","0"
"830","673","8"
"831","674","3"
"832","675","3"
"833","675","2"
"834","676","2"
"835","676","8"
"836","676","7"
"837","677","3"
"838","678","3"
"839","678","7"
"840","679","0"
"841","681","3"
"842","682","3"
"843","686","3"
"844","689","3"
"845","690","3"
"846","691","3"
"847","692","3"
"848","693","3"
"849","694","3"
"850","695","6"
"851","696","6"
"852","697","3"
"853","699","7"
"854","700","0"
"855","700","3"
"856","704","1"
"857","705","4"
"858","705","3"
"859","706","0"
"860","707","3"
"861","707","8"
"862","708","5"
"863","708","7"
"864","708","8"
"865","709","3"
"866","709","9"
"867","710","1"
"868","710","6"
"869","712","3"
"870","713","1"
"871","714","3"
"872","715","0"
"873","717","3"
"874","718","6"
"875","719","6"
"876","721","3"
"877","721","2"
"878","724","3"
"879","725","3"
"880","725","1"
"881","726","3"
"882","726","5"
"883","727","0"
"884","730","0"
"885","731","8"
"886","731","2"
"887","733","0"
"888","734","1"
"889","734","3"
"890","734","2"
"891","735","4"
"892","736","0"
"893","736","7"
"894","738","3"
"895","740","2"
"896","740","5"
"897","742","3"
"898","742","1"
"899","743","3"
"900","743","1"
"901","744","3"
"902","744","0"
"903","745","1"
"904","745","3"
"905","745","8"
"906","746","3"
"907","747","3"
"908","748","7"
"909","748","8"
"910","749","3"
"911","750","5"
"912","750","7"
"913","750","3"
"914","751","6"
"915","753","3"
"916","755","5"
"917","755","7"
"918","755","2"
"919","756","3"
"920","757","3"
"921","758","3"
"922","759","3"
"923","760","3"
"924","761","0"
"925","762","7"
"926","763","3"
"927","763","5"
"928","764","5"
"929","764","4"
"930","766","2"
"931","766","7"
"932","766","9"
"933","766","1"
"934","767","1"
"935","768","1"
"936","768","4"
"937","769","1"
"938","770","3"
"939","771","3"
"940","775","3"
"941","776","6"
"942","778","3"
"943","780","3"
"944","781","3"
"945","785","3"
"946","786","2"
"947","786","9"
"948","787","3"
"949","787","8"
"950","788","7"
"951","788","3"
"952","788","8"
"953","789","0"
"954","789","9"
"955","789","1"
"956","790","3"
"957","791","7"
"958","791","8"
"959","792","3"
"960","792","0"
"961","793","1"
"962","794","3"
"963","794","0"
"964","796","3"
"965","796","0"
"966","797","1"
"967","797","2"
"968","798","2"
"969","798","7"
"970","799","8"
"971","799","3"
"972","799","2"
"973","801","3"
"974","802","3"
"975","803","3"
"976","804","2"
"977","804","7"
"978","804","8"
"979","806","7"
"980","806","5"
"981","807","3"
"982","807","2"
"983","807","4"
"984","809","6"
"985","809","4"
"986","809","1"
"987","810","1"
"988","810","0"
"989","811","0"
"990","811","3"
"991","813","1"
"992","816","3"
"993","817","3"
"994","817","0"
"995","818","0"
"996","818","3"
"997","819","7"
"998","820","1"
"999","822","0"
"1000","822","1"
"1001","824","3"
"1002","825","3"
"1003","826","3"
"1004","827","3"
"1005","829","3"
"1006","832","1"
"1007","833","3"
"1008","833","1"
"1009","834","1"
"1010","835","1"
"1011","835","7"
"1012","835","5"
"1013","836","3"
"1014","837","1"
"1015","838","3"
"1016","839","5"
"1017","840","2"
"1018","840","1"
"1019","841","3"
"1020","843","3"
"1021","844","3"
"1022","846","0"
"1023","846","3"
"1024","847","0"
"1025","847","3"
"1026","848","1"
"1027","848","3"
"1028","848","2"
"1029","850","1"
"1030","851","3"
"1031","852","3"
"1032","853","3"
"1033","855","1"
"1034","855","3"
"1035","856","3"
"1036","857","1"
"1037","857","3"
"1038","858","3"
"1039","858","1"
"1040","858","3"
"1041","861","1"
"1042","863","1"
"1043","863","0"
"1044","865","3"
"1045","865","1"
"1046","865","2"
"1047","866","3"
"1048","866","0"
"1049","866","3"
"1050","867","3"
"1051","868","3"
"1052","869","0"
"1053","870","1"
"1054","870","0"
"1055","871","1"
"1056","871","3"
"1057","873","3"
"1058","876","3"
"1059","877","3"
"1060","877","8"
"1061","880","3"
"1062","881","4"
"1063","881","9"
"1064","883","2"
"1065","883","9"
"1066","885","2"
"1067","885","3"
"1068","886","3"
"1069","887","3"
"1070","888","3"
"1071","889","1"
"1072","889","3"
"1073","893","3"
"1074","893","1"
"1075","893","2"
"1076","894","3"
"1077","895","3"
"1078","896","3"
"1079","897","3"
"1080","898","8"
"1081","898","3"
"1082","899","3"
"1083","901","3"
"1084","901","8"
"1085","903","3"
"1086","903","5"
"1087","904","1"
"1088","904","8"
"1089","905","1"
"1090","908","3"
"1091","909","3"
"1092","910","7"
"1093","911","1"
"1094","911","0"
"1095","912","7"
"1096","912","3"
"1097","913","1"
"1098","914","6"
"1099","915","6"
"1100","915","9"
"1101","916","1"
"1102","916","3"
"1103","917","3"
"1104","918","3"
"1105","918","7"
"1106","919","1"
"1107","920","3"
"1108","921","3"
"1109","921","1"
"1110","922","3"
"1111","923","3"
"1112","923","1"
"1113","924","1"
"1114","925","3"
"1115","926","3"
"1116","926","0"
"1117","927","3"
"1118","929","3"
"1119","929","0"
"1120","930","2"
"1121","930","3"
"1122","931","1"
"1123","931","5"
"1124","932","3"
"1125","933","1"
"1126","933","2"
"1127","934","3"
"1128","934","0"
"1129","936","0"
"1130","936","3"
"1131","937","3"
"1132","937","0"
"1133","938","1"
"1134","938","0"
"1135","939","1"
"1136","939","0"
"1137","940","2"
"1138","942","1"
"1139","942","2"
"1140","942","6"
"1141","942","9"
"1142","943","0"
"1143","943","1"
"1144","943","4"
"1145","944","3"
"1146","944","1"
"1147","945","3"
"1148","945","7"
"1149","945","0"
"1150","946","4"
"1151","946","9"
"1152","946","2"
"1153","948","3"
"1154","949","3"
"1155","949","0"
"1156","950","3"
"1157","953","7"
"1158","954","1"
"1159","954","0"
"1160","955","2"
"1161","955","4"
"1162","956","7"
"1163","959","3"
"1164","960","1"
"1165","961","7"
"1166","961","5"
"1167","962","3"
"1168","962","3"
"1169","963","1"
"1170","963","3"
"1171","964","1"
"1172","965","3"
"1173","967","1"
"1174","967","3"
"1175","968","3"
"1176","969","0"
"1177","969","3"
"1178","969","1"
"1179","970","3"
"1180","971","4"
"1181","971","7"
"1182","972","3"
"1183","972","2"
"1184","973","3"
"1185","974","3"
"1186","975","3"
"1187","976","0"
"1188","976","3"
"1189","977","3"
"1190","978","2"
"1191","979","3"
"1192","979","0"
"1193","979","3"
"1194","980","3"
"1195","981","3"
"1196","983","3"
"1197","984","1"
"1198","984","3"
"1199","985","3"
"1200","985","7"
"1201","986","3"
"1202","987","0"
"1203","988","3"
"1204","989","3"
"1205","990","3"
"1206","992","1"
"1207","993","3"
"1208","993","0"
"1209","994","1"
"1210","996","3"
"1211","996","5"
"1212","1000","3"
"1213","1001","3"
"1214","1001","2"
"1215","1001","8"
"1216","1002","9"
"1217","1002","3"
"1218","1003","9"
"1219","1003","4"
"1220","1005","2"
"1221","1005","4"
"1222","1006","3"
"1223","1008","2"
"1224","1008","7"
"1225","1009","3"
"1226","1009","1"
"1227","1009","0"
"1228","1010","1"
"1229","1010","0"
"1230","1011","1"
"1231","1012","2"
"1232","1012","9"
"1233","1014","2"
"1234","1016","3"
"1235","1017","3"
"1236","1018","8"
"1237","1018","3"
"1238","1019","3"
"1239","1021","1"
"1240","1023","1"
"1241","1023","2"
"1242","1027","3"
"1243","1028","3"
"1244","1031","3"
"1245","1032","0"
"1246","1032","3"
"1247","1032","1"
"1248","1034","0"
"1249","1034","9"
"1250","1035","3"
"1251","1040","3"
"1252","1040","8"
"1253","1041","3"
"1254","1043","0"
"1255","1043","1"
"1256","1043","3"
"1257","1047","3"
"1258","1047","3"
"1259","1047","8"
"1260","1048","3"
"1261","1048","4"
"1262","1049","3"
"1263","1050","1"
"1264","1050","3"
"1265","1051","4"
"1266","1051","5"
"1267","1052","3"
"1268","1054","0"
"1269","1055","3"
"1270","1057","3"
"1271","1057","0"
"1272","1059","1"
"1273","1059","1"
"1274","1059","1"
"1275","1060","3"
"1276","1061","3"
"1277","1061","2"
"1278","1062","3"
"1279","1063","3"
"1280","1064","3"
"1281","1065","3"
"1282","1066","3"
"1283","1067","3"
"1284","1068","3"
"1285","1069","3"
"1286","1070","3"
"1287","1071","3"
"1288","1072","3"
"1289","1072","7"
"1290","1074","0"
"1291","1074","3"
"1292","1075","2"
"1293","1076","3"
"1294","1076","3"
"1295","1077","1"
"1296","1077","3"
"1297","1077","2"
"1298","1078","1"
"1299","1078","3"
"1300","1079","3"
"1301","1079","3"
"1302","1080","3"
"1303","1081","1"
"1304","1081","3"
"1305","1081","2"
"1306","1083","1"
"1307","1083","4"
"1308","1083","3"
"1309","1086","3"
"1310","1086","1"
"1311","1086","0"
"1312","1087","3"
"1313","1087","0"
"1314","1088","2"
"1315","1088","9"
"1316","1088","4"
"1317","1089","5"
"1318","1090","4"
"1319","1090","9"
"1320","1090","3"
"1321","1091","5"
"1322","1094","4"
"1323","1095","2"
"1324","1098","3"
"1325","1099","3"
"1326","1100","5"
"1327","1100","8"
"1328","1101","3"
"1329","1102","6"
"1330","1103","2"
"1331","1103","9"
"1332","1104","3"
"1333","1104","5"
"1334","1104","4"
"1335","1105","4"
"1336","1108","1"
"1337","1108","8"
"1338","1109","2"
"1339","1109","1"
"1340","1110","3"
"1341","1110","0"
"1342","1112","7"
"1343","1112","5"
"1344","1112","9"
"1345","1114","3"
"1346","1114","7"
"1347","1114","5"
"1348","1116","2"
"1349","1116","9"
"1350","1116","1"
"1351","1117","1"
"1352","1117","0"
"1353","1118","3"
"1354","1118","9"
"1355","1120","3"
"1356","1123","3"
"1357","1123","8"
"1358","1125","3"
"1359","1126","3"
"1360","1126","8"
"1361","1128","1"
"1362","1128","3"
"1363","1128","8"
"1364","1129","3"
"1365","1129","2"
"1366","1131","3"
"1367","1132","3"
"1368","1133","3"
"1369","1134","2"
"1370","1134","8"
"1371","1136","7"
"1372","1136","5"
"1373","1137","2"
"1374","1137","8"
"1375","1137","7"
"1376","1138","3"
"1377","1138","8"
"1378","1139","3"
"1379","1139","7"
"1380","1139","8"
"1381","1141","3"
"1382","1141","8"
"1383","1143","3"
"1384","1144","3"
"1385","1145","3"
"1386","1146","3"
"1387","1148","1"
"1388","1148","3"
"1389","1149","2"
"1390","1149","2"
"1391","1149","2"
"1392","1150","3"
"1393","1150","3"
"1394","1150","3"
"1395","1151","2"
"1396","1151","3"
"1397","1152","3"
"1398","1152","0"
"1399","1153","2"
"1400","1154","0"
"1401","1156","1"
"1402","1156","3"
"1403","1157","3"
"1404","1157","1"
"1405","1158","1"
"1406","1158","0"
"1407","1160","3"
"1408","1163","3"
"1409","1165","3"
"1410","1166","3"
"1411","1167","7"
"1412","1169","7"
"1413","1169","3"
"1414","1169","4"
"1415","1170","3"
"1416","1171","7"
"1417","1171","8"
"1418","1172","1"
"1419","1172","3"
"1420","1173","3"
"1421","1173","2"
"1422","1174","3"
"1423","1175","3"
"1424","1176","3"
"1425","1177","3"
"1426","1178","3"
"1427","1179","3"
"1428","1180","3"
"1429","1180","2"
"1430","1181","3"
"1431","1183","3"
"1432","1184","1"
"1433","1184","1"
"1434","1184","3"
"1435","1185","3"
"1436","1186","3"
"1437","1187","0"
"1438","1189","3"
"1439","1190","4"
"1440","1190","7"
"1441","1190","2"
"1442","1191","3"
"1443","1192","3"
"1444","1192","0"
"1445","1192","3"
"1446","1193","0"
"1447","1193","3"
"1448","1194","5"
"1449","1194","3"
"1450","1194","7"
"1451","1195","3"
"1452","1197","3"
"1453","1198","3"
"1454","1201","0"
"1455","1202","3"
"1456","1202","7"
"1457","1205","0"
"1458","1205","3"
"1459","1206","3"
"1460","1206","0"
"1461","1207","3"
"1462","1208","3"
"1463","1209","0"
"1464","1209","1"
"1465","1210","1"
"1466","1210","7"
"1467","1210","8"
"1468","1212","7"
"1469","1212","5"
"1470","1213","7"
"1471","1213","3"
"1472","1214","3"
"1473","1214","5"
"1474","1215","1"
"1475","1215","0"
"1476","1216","3"
"1477","1216","0"
"1478","1216","1"
"1479","1217","1"
"1480","1220","2"
"1481","1224","2"
"1482","1224","8"
"1483","1225","3"
"1484","1226","3"
"1485","1228","2"
"1486","1228","4"
"1487","1229","3"
"1488","1229","8"
"1489","1230","2"
"1490","1230","9"
"1491","1231","3"
"1492","1234","3"
"1493","1234","0"
"1494","1235","3"
"1495","1236","3"
"1496","1237","1"
"1497","1237","0"
"1498","1238","2"
"1499","1239","1"
"1500","1239","2"
"1501","1240","2"
"1502","1242","3"
"1503","1243","3"
"1504","1243","1"
"1505","1243","0"
"1506","1245","3"
"1507","1245","3"
"1508","1246","3"
"1509","1247","3"
"1510","1248","1"
"1511","1248","0"
"1512","1249","3"
"1513","1250","3"
"1514","1250","2"
"1515","1252","1"
"1516","1252","3"
"1517","1252","9"
"1518","1253","2"
"1519","1254","3"
"1520","1254","7"
"1521","1255","0"
"1522","1257","3"
"1523","1257","1"
"1524","1259","2"
"1525","1262","3"
"1526","1262","1"
"1527","1262","0"
"1528","1263","3"
"1529","1264","3"
"1530","1265","2"
"1531","1265","1"
"1532","1266","3"
"1533","1268","3"
"1534","1268","2"
"1535","1269","6"
"1536","1270","2"
"1537","1270","3"
"1538","1270","8"
"1539","1272","1"
"1540","1272","0"
"1541","1273","7"
"1542","1277","1"
"1543","1277","0"
"1544","1278","3"
"1545","1279","3"
"1546","1282","3"
"1547","1282","2"
"1548","1283","3"
"1549","1283","7"
"1550","1283","5"
"1551","1287","3"
"1552","1288","2"
"1553","1289","3"
"1554","1290","1"
"1555","1290","9"
"1556","1290","6"
"1557","1291","1"
"1558","1291","6"
"1559","1291","0"
"1560","1292","1"
"1561","1292","0"
"1562","1293","8"
"1563","1295","8"
"1564","1295","2"
"1565","1295","7"
"1566","1296","5"
"1567","1297","1"
"1568","1297","9"
"1569","1298","2"
"1570","1298","3"
"1571","1299","7"
"1572","1299","5"
"1573","1300","3"
"1574","1301","3"
"1575","1301","1"
"1576","1301","2"
"1577","1303","3"
"1578","1303","1"
"1579","1304","2"
"1580","1305","3"
"1581","1308","9"
"1582","1311","3"
"1583","1311","2"
"1584","1312","3"
"1585","1313","3"
"1586","1313","1"
"1587","1313","0"
"1588","1314","3"
"1589","1315","1"
"1590","1316","7"
"1591","1317","3"
"1592","1318","1"
"1593","1321","6"
"1594","1324","3"
"1595","1325","3"
"1596","1325","7"
"1597","1325","8"
"1598","1327","5"
"1599","1327","4"
"1600","1327","3"
"1601","1328","1"
"1602","1329","3"
"1603","1329","3"
"1604","1329","2"
"1605","1331","5"
"1606","1331","7"
"1607","1332","2"
"1608","1333","2"
"1609","1333","2"
"1610","1334","2"
"1611","1334","3"
"1612","1336","3"
"1613","1336","2"
"1614","1337","3"
"1615","1337","0"
"1616","1339","0"
